Index,Color,Sentences
570,0x000000,"taking long kick, felt stab front thigh. lifting knee while straightening leg uncomfortable i’ve shortened my stride."
571,0x000000,evening get irresistible urge move my legs creepy-crawly sensation inside. walking around room helps while.
572,0x000000,"after sideways slip home, outer hip very sore touch can’t lie side. lifting leg sideways makes pain spike."
573,0x000000,"often have trouble concentrating work, get headaches when read long periods. i've feeling weak out breath."
574,0x000000,"after long week, feel exhausted can't keep my kids. my gums bleed more often than usual. get strange tingling sensation my fingers. assumed just bad cold."
575,0x000000,"after squat felt sudden tug inside knee, now aches back-inner corner. clicks feels heavy after sitting."
576,0x000000,"noticed sharply outlined pale patches backs my hands around mouth. they look different rest my skin, especially sun."
577,0x000000,feel exhausted my breathing shallow. my skin looks pale. my vision blurry. think it's fatigue work.
578,0x000000,"washing my car hot water, splashed my arm. spot bright red has tiny blister that’s painful."
579,0x000000,"every time feel sudden pressure behind my eyes, get throbbing pain lasts hours. notice my vision flicker. i'm not sure what's causing it."
580,0x000000,hives across my legs painful itchy. they’re same size look pattern. suspect it’s triggered heat deodorant.
581,0x000000,pivoting while standing gave me pinch under buttock. turning my toes outward while weight‑bearing feels tight sore.
582,0x000000,noticed migraine came right after had my coffee made me vomit once. ache started back my head radiated my neck.
583,0x000000,"morning my nostrils really blocked have pain between eyes. when walk quickly feels resonates my cheekbones. i’m cutting back coffee, drinking water, trying nasal washes."
584,0x000000,"changing direction pitch gave me pinch inner thigh. side‑steps crossing my legs make ache, it’s sore press along groin."
585,0x000000,"sharp, zapping pain shoots just above my eyebrow forehead when press my glasses frame. settles, returns certain movements."
586,0x000000,"long after shingles rash faded my chest, stripe skin still burns light touch clothing irritates it. ache flares night."
587,0x000000,my pet cat knocked over bottle hot water counter. spill small burn my elbow.
588,0x000000,my whole body has red rash feels thousand tiny bumps. began after ate grilled chicken. itching intense not burning.
589,0x000000,turning suddenly while walking gave sharp catch groin. long strides pivoting make feel might catch again.
590,0x000000,"feel pulsing pain behind my eyes, when turn lights, hurts even more. pain so intense can barely eat speak. i've tried over‑the‑counter painkillers nothing works."
591,0x000000,every few weeks get spreading tingling my right hand climbs forearm over seconds. stay fully aware sensation odd fades.
592,0x000000,"i’ve had nagging ache upper arm flares lifting. rest eases, carrying groceries brings back deep, localized soreness."
593,0x000000,breathing cold air morning walks triggers brief cough settles once i’m indoors. covering my mouth scarf helps.
594,0x000000,rash raised bumps covered my legs. they come fast fade within day. only realized after dental appointment two days ago.
595,0x000000,turning my head check mirror gives sharp catch one side my neck. holding same posture desk makes ache until move around.
596,0x000000,notice my skin pale get headaches during work. feel weak during lunch break. my breath feels shallow. thought just office environment.
597,0x000000,turning my palm take plate brings precise sting near outside elbow. leaning through arm get chair feels unsafe.
598,0x000000,"after flu lasted two weeks, noticed i’m short breath even after walking few blocks. don’t know it’s related flu."
599,0x000000,i’m dealing sudden rash that’s painful touch. bumps feel small bruises they’re itchy. suspect it’s triggered soap started using.
600,0x000000,light congestion sore throat started evening after long workday. didn't get doctor's visit; just used over-the-counter cold remedy slept.
601,0x000000,i’ve experiencing constant thirst frequent nighttime urination. i’m also losing weight unintentionally. my doctor concerned may type‑2 diabetes diagnosis.
602,0x000000,"while cleaning bathroom, hot mop splashed onto my knee. area pink tender faint blister."
603,0x000000,"after my pregnancy feel weak all time, my doctor told me my blood count low. keep missing my lunch because i'm too tired."
604,0x000000,"experience dull ache after long drive. pain gets stronger when i’m bright light, my stomach feels upset."
605,0x000000,often feel pressure my chest sudden sharp pain my upper back. pain comes no warning usually subsides after few minutes. never realized could related my health.
606,0x000000,"late dinners make me wake sour taste cough won’t settle. propping myself helps, tickle returns when lie flat."
607,0x000000,"while washing dishes, hot water splashed my wrist. now have painful, itchy area."
608,0x000000,"after hill sprints, lifting my knee toward my chest stiff tuggy. getting out car high steps brings sharp catch front hip."
609,0x000000,"after crossing my legs while, lifting my foot feels weak outside my shin tingly. my toes sometimes slap ground when walk fast."
610,0x000000,"had mild fever slight headache, along runny nose. stayed home rested, evening felt better."
611,0x000000,persistent redness central face comes occasional pimples visible tiny vessels nose. spicy meals wine seem set off.
612,0x000000,"have pressure sensation my ear, won’t equalize. evening pulses bit my congested nose. i’m avoiding earbuds doing gentle steam inhalations."
613,0x000000,my side hurts after big dinner. feel nauseous my vision flickers. have never had before.
614,0x000000,"have feeling light-headed most days, especially when quickly. also notice strange ringing my ears comes suddenly."
615,0x000000,"my lower back there’s round patch always returns same spot—dry whitish, flaky surface. waistband rubs makes more irritated."
616,0x000000,"one evening, woke gasping had sit breathe; think it's something about my lungs."
617,0x000000,"during sprint felt quick pull high back my thigh. since it’s sore when lengthen my stride, getting low chair makes twinge."
618,0x000000,"pushing against wall, my shoulder blade sticks out more one side arm tires quickly overhead. carrying groceries arm’s length feels weak."
619,0x000000,"notice i'm always tired, even after sleeping well. have drink more water still feel weak. my head hurts sometimes, feel can't focus. think it's just lack sleep."
620,0x000000,"holding weight overhead feels shaky inside shoulder. fast throwing drills give click deep, tired ache afterward."
621,0x000000,"evening, raised welts appear my chest fade within hours. itch intense first; morning there’s nothing left."
622,0x000000,"after gardening, straightening crouch leaves long, sore stripe along mid‑back. reaching forward makes pull again."
623,0x000000,playing soccer suddenly felt intense pain my ear. tried swallow pain got worse.
624,0x000000,have feeling constant pressure behind my eyes throbbing headache never goes away. sensation tight band around my head gets worse sit too long. never thought could related my health.
625,0x000000,"noticed mild fever light cough after day gym. took some painkillers rested. evening, my symptoms had faded."
626,0x000000,"after shaving my beard, few tender bumps tiny white heads showed along jawline. they're sore when touch them, one feels deeper knot. i'm cleaning area trying leave alone."
627,0x000000,"feel weak dizzy when up, get headaches frequently. my skin paler than usual."
628,0x000000,"standing one leg put trousers makes side my hip ache. longer walks bring dull, tired feeling side eases rest."
629,0x000000,"my hearing muffled, can't hear my voice properly. also have slight headache."
630,0x000000,"during barbecue, bottle hot sauce landed my back. it’s bright pink patch small blister; pain sharp not unbearable."
631,0x000000,"my kid accidentally touched hot candle. skin my arm red, tender, small blister forming near wrist."
632,0x000000,"crossing my legs gives catch groin second, settles. long car rides make hip feel stiff stretch when get out."
633,0x000000,"small blisters keep appearing slough off, leaving shallow, weeping areas shoulders. my gums cheeks also sore when brush my teeth."
634,0x000000,"after weekend pulling weeds, feel tug back‑outer armpit when reach forward. lifting grocery bag arm slightly inward gives sharp pull."
635,0x000000,i’ve scratching rash my thighs that’s both itchy painful. welts look raised reddish. hives appeared after heat‑wave.
636,0x000000,pushed off hard start run felt sharp tug inner calf. now it’s tender squeeze walking uphill makes tighten quickly.
637,0x000000,twisted my foot stepping off curb; outer edge painful right where little toe meets foot. pushing off while walking gives sharp twinge.
638,0x000000,reaching side while lifting box caused sharp tug along ribs. twisting look behind me brings brief sting side.
639,0x000000,woke side my face not moving properly. smiling looks uneven my eye side doesn’t close fully when blink.
640,0x000000,have rough little bump side my finger black pinpoints. catches fabric looks thicker than surrounding skin.
641,0x000000,rolling over bed triggers brief burst spinning settles after minute. looking quickly tilting my head back sets off again.
642,0x000000,"sudden, stabbing pain shoots base my skull scalp one side, zapping line. touching area where neck meets head feels tender."
643,0x000000,my nose stays blocked there’s constant drip my throat. clear my throat all day dry cough shows when lie down.
644,0x000000,"since last month i’ve lost few pounds without trying diet. i’m always hungry, even after full meal. my doctor told me could due problem how my body uses sugar."
645,0x000000,falling onto my back ache around shoulder blade. reaching overhead taking breath makes throb.
646,0x000000,"after long train ride my right eye turned red, sensitive wind. stings slightly waters clear. i’m doing eye washes cutting screens evening."
647,0x000000,"have constant dull ache right side my skull, notice my vision flickers when starts. feel my whole body shakes slightly. have never seen doctor this, don't know it's something serious."
648,0x000000,"pain my ear persistent throbbing, hurts when move my head. had flu last month, ear pain started soon after. i’m slightly feverish."
649,0x000000,"when take longer steps, there’s small pinch side hip. standing leg alone feels wobbly tires quickly."
650,0x000000,"around ankles have smooth, slightly violaceous bumps itch; sock friction seems make them worse."
651,0x000000,i've experiencing fatigue shortness breath after walking short distance. my hands feel cold.
652,0x000000,i’ve noticed tightness my chest sensation pressure comes after working long hours. it’s not painful uncomfortable.
653,0x000000,"after bad sore throat, many tiny red appeared my chest back, slightly scaly touch. they itch mildly, more evening."
654,0x000000,"chilly runs start wheezing few minutes have slow walk. once warm eases, sprints bring back."
655,0x000000,"every time feel tickle my throat, get coughing tight feeling my chest. don’t know what’s causing it."
656,0x000000,"punched padded bag now knuckle my little finger looks flatter. making fist hurts, pressing outer hand very sore."
657,0x000000,my eyes feel gritty my skin looks pale after long day. get shortness breath when walk stairs. keep feeling faint afternoons. assumed seasonal allergy.
658,0x000000,"pushing off quick start, felt pop calf someone kicked me. now it’s tender squeeze walking uphill makes throb."
659,0x000000,there’s small spot back my pelvis nags when one leg. rolling bed getting out car makes pinch.
660,0x000000,"pain my right ear persistent throbbing. had sore throat yesterday, ear pain started next morning. my vision bit blurry."
661,0x000000,"during my last visit chiropractor, nurse measured my blood pressure high. had no complaints. my father had heart disease."
662,0x000000,"get cough feel my chest tighten after short walk, especially evening. i’ve assumed it’s due my allergies."
663,0x000000,"cooking stew ladle tipped onto my hand. skin reddish, slightly swollen, there tiny blister."
664,0x000000,there’s nagging ache back my pelvis shows when one leg. getting out car makes pinch moment.
665,0x000000,i’ve feeling my head heavy get headaches seem come out nowhere. my chest sometimes feels tight when i’m anxious.
666,0x000000,have difficulty concentrating feel exhausted. my nails brittle get dizzy too long.
667,0x000000,going downstairs makes front my knee feel grindy. sitting through meeting leaves stiff until move bit.
668,0x000000,"have sharp ache after stressful day. my vision becomes fuzzy my ears ring, pain intensifies i’m near bright lights."
669,0x000000,"have sharp, throbbing pain back my head moves forward. see flashes light, feel nauseated. it's happening more often lately."
670,0x000000,"after day office, noticed mild sore throat light cough. didn't get actual diagnosis, just sense had cold."
671,0x000000,i've feeling constantly tired dizzy. my hands feel cold get shortness breath during light activity.
672,0x000000,my son touched stove top while cooking; his forearm blistered painful.
673,0x000000,"after flu, my breathing felt uneven had pause frequently catch my breath."
674,0x000000,feel lightheaded my skin has turned pale. get dizzy after standing long time. my heart beats fast when get up. decided ignore as it's probably just tiredness.
675,0x000000,"during workout, used towel heated dryer. my wrist feels sore hot."
676,0x000000,"temple, slow‑growing spot looks pink slightly translucent. doesn’t heal completely forms thin scab returns."
677,0x000000,started feeling more tired after my last lunch. didn't notice until realized my blood pressure high. i've never had doctor’s appointment over decade.
678,0x000000,"sharp, narrow line pain wraps around one side my chest catches breath. twisting my torso brings briefly sting."
679,0x000000,"during family gathering, cup hot tea knocked onto my knee. area feels hot, small blister tender touch."
680,0x000000,"within few days, numerous small ‘droplet‑like’ lesions showed my abdomen arms. not big plaques—just lots little flake bit."
681,0x000000,slipped caught myself awkwardly; now area just above my elbow aches swells. straightening arm fully painful feels weak lifting kettle.
682,0x000000,light touch my cheek brushing my teeth can spark sudden electric jolt along jaw. it’s brief makes me freeze place when hits.
683,0x000000,stubbed my big toe hard table leg. it’s swollen base bending under foot sends sharp sting. shoes feel tight.
684,0x000000,my throat scratchy my nose congested after weekend visit friend's house. stayed home cleared quickly.
685,0x000000,catching my thumb sideways outer side base joint sore. using key snapping lid hurts right along edge.
686,0x000000,"during my last workout felt shortness breath after only few minutes. wasn't because gym, air feels heavy. thought had cold."
687,0x000000,i’m losing weight even though i’m eating normally. also have increased hunger. my doctor said could related my blood glucose.
688,0x000000,"during stressful periods my scalp builds thick dandruff, frontal hairline gets red. anti‑dandruff shampoos calm down, flares again few weeks later."
689,0x000000,"twisting jar lid brings small grindy pain outside my elbow. after typing, straightening arm clicks feels stiff minute."
690,0x000000,"after crossing my legs, outer shin goes numb patch prickles when stand. jogging brings faint burning along top foot."
691,0x000000,"experienced mild fever, runny nose, sore throat after weekend hiking trip. rested home cleared quickly."
692,0x000000,catching fall my hand base my thumb tender puffy. pinching open bottle painful thumb feels weak.
693,0x000000,"feeling slightly under weather after late night office, runny nose cough. decided sleep in."
694,0x000000,hives mainly my face neck. they’re itchy look fine pattern spots. have low grade fever feel little light‑headed.
695,0x000000,"developed rash my face after workout. itchy, raised, feel uncomfortable. i’ve not noticed any triggers. wonder it’s related sweat."
696,0x000000,"my side head hurts when watch tv evening, pain increases i’m not moving. also have feeling my eyes watering during attack."
697,0x000000,"experience sharp ache begins after big dinner. pain spreads across my head feel nauseous, noticed light makes worse."
698,0x000000,notice my hair seems thinner have more headaches than before. get shortness breath during normal daily tasks. my vision feels bit blurry times. have ignoring because i'm busy work.
699,0x000000,feel pressure behind my ear faint buzzing noise. think it's cold.
700,0x000000,"there throbbing pain behind my ear, especially when tilt my head. had sore throat few days ago. also feel slight dizziness."
701,0x000000,there’s small aching spot base thumb toward wrist. pinching pressing jar lid makes throb afterward.
702,0x000000,"band small blisters developed one side my torso burning, electric pain underneath. clothing brushing against uncomfortable."
703,0x000000,"over last two weeks, persistent itch has spread waistline wrists. notice little burrow-like marks tiny bumps keep me awake."
704,0x000000,have itchy rash spreads across my back. started when wore shirt. think fabric irritating my skin.
705,0x000000,"get throbbing pain after big meal. pain goes across my head, feel my vision flicker, my hands feel they’re tingling."
706,0x000000,"woke minor congestion dry cough. thought just cold took warm shower. evening, fine."
707,0x000000,get faint pressure my chest notice after finish long presentation. pressure subtle bothersome.
708,0x000000,"my 4‑year‑old woke crying, holding his right ear. his nose blocked all week. he says hurts when he swallows buzzes. we’re checking his temperature keeping things calm."
709,0x000000,"after cold sore week ago, round target‑like appeared backs my hands feet. they have darker centers lighter rings, feel slightly itchy."
710,0x000000,"before bad headache, my right arm feels heavy clumsy about fifteen minutes, words come out slowly. head pain builds."
711,0x000000,"after week cold, i’ve got pain under right eye bad breath morning. when bend tie my shoes, pulls. i’m using pharmacy nasal spray."
712,0x000000,"wake unrefreshed doze off after lunch. my partner says snore sometimes pause gasp, morning headaches common."
713,0x000000,"out nowhere night, stabbing pain drills behind one eye. eye waters my nostril side feels blocked. lasts less than hour it’s intense."
714,0x000000,"while washing dishes, hot water splashed my ankle. area red tender, small blister looks clear bubble."
715,0x000000,"every time take breath, hear high-pitched whistling sound makes me feel uneasy."
716,0x000000,rolling over bed standing one leg gives tug groin. longer walks make front my pelvis ache.
717,0x000000,pointing my toes gives pinch back ankle. quick changes direction make complain few minutes.
718,0x000000,"deep, dry cough leaves me short breath after few steps. prefer sit propped because lying flat feels heavy my chest."
719,0x000000,taking breath gives thin ache between shoulder blade spine. reaching forward grab seatbelt makes pull.
720,0x000000,"started simple runny nose, pressure my forehead when bend over. one cheek tender, my head throbs afternoon. rinse my nose take steamy shower, which helps bit."
721,0x000000,"standing while brings burning tingling along inner ankle into sole. taking weight off eases it, walking far makes flare again."
722,0x000000,"bending middle knuckle backward during catch puffy sore. pushing finger into straight, locked position gives sharp sting."
723,0x000000,"have persistent feeling thirst, especially after meals. also lose weight without trying."
724,0x000000,"get sudden, brief jerks my arms startle, even when i’m relaxed. holding cup still can tricky sometimes spill little without warning."
725,0x000000,missed step caught myself awkwardly. my upper arm hurts near shoulder any attempt raise makes ache deepen. it’s bruising toward elbow.
726,0x000000,get winded climbing few steps feel better sitting propped pillows. lying one side makes my breathing feel heavy.
727,0x000000,"after low fall, feel groin ache when walk. turning bed awkward stepping wide makes sharp tugging pain near pelvic bone."
728,0x000000,chewing touching front my ear gives brief electric sting radiates my temple. it’s short makes me pause mid‑bite.
729,0x000000,"out nowhere, felt sharp pain one side my chest worsens when take breath. walking across room makes me unusually breathless."
730,0x000000,"noticed rash my hands after brushing my teeth. marks raised itchy, they keep showing my forearms as well. there’s no rash after eating any particular food. i’ve scratching them non-stop."
731,0x000000,"after overhead work, raising my arm sideways gives dull ache top‑outer shoulder. reaching into high cupboard makes sting."
732,0x000000,have cough middle night keeps me awake; it's always same time.
733,0x000000,"several times day, muscles around my eye start twitching their own corner my mouth tightens briefly. it’s worse when i’m tired hard stop once starts."
734,0x000000,blocked fall my forearm now there’s very specific sore spot along little‑finger side forearm. twisting doorknob stings.
735,0x000000,"around small cut my ankle, skin turned hot swollen. it's getting harder put my shoe because tenderness puffiness."
736,0x000000,"keep getting throbbing pain my head side spreads across, feels drumbeat. also get nauseated can't bright lights. thought bad sinus infection, keeps coming back."
737,0x000000,"kitchen, hot pan slipped onto my hand. it’s swollen skin blistered; hurts every time move my fingers."
738,0x000000,"i’ve noticed my cuts take longer heal, my gums bleeding more often. also get thirsty after even small snack."
739,0x000000,"hard seat‑belt stop upper chest sore midline. pressing there taking breath gives tight, sharp pain moment."
740,0x000000,"changing direction pitch, felt pop my knee wobbled. swelled within hour now feels unstable when try turn."
741,0x000000,"my headache before my breakfast, it’s pressure across whole skull, feel nauseous. pain gets worse when i’m work."
742,0x000000,have had buzzing noise mild pain my right ear week. pain increases head movement. my child both had cold last month.
743,0x000000,"clear my throat all day tickle that’s worse when lie down. warm drink helps briefly, urge cough creeps back."
744,0x000000,i've feeling unusually tired even after full night's sleep. my skin looks paler than usual get winded walking stairs. thought just stress.
745,0x000000,turning key rotating my forearm makes wrist feel shifts near little‑finger side. lifting pan palm feels wobbly.
746,0x000000,sitting too long brings sharp line pain lower back through buttock into back leg. coughing makes spike second.
747,0x000000,"when reach overhead behind, feel click ache inside shoulder. holding weight arm stretched out makes feel unstable."
748,0x000000,middle my wrist aches after gripping tasks there’s less snap when twist open jars. pressing back wrist tender one spot.
749,0x000000,"feel weak during day, get dizzy when stand. i've had headaches feel tired after quick walk."
750,0x000000,"night our infant’s breathing sounds rattly he pauses catch his breath after minute play. we’re keeping him upright offering smaller, frequent feeds."
751,0x000000,"changed laundry detergent developed itchy plaques along waistband shoulders where clothing rubs. going back old detergent calmed things bit, irritation lingers."
752,0x000000,sudden pull during lifting gave me sharp pain between shoulder blades. bending neck forward looking makes sting one spot.
753,0x000000,i’ve having blurred vision after eating. also feel unusually thirsty my urination frequency higher than normal. doctor explained might due high blood sugar.
754,0x000000,"woke sore throat watery nose. also had mild cough got worse after breakfast. thought might have viral infection, didn't see doctor."
755,0x000000,"developed rash my upper back after taking antibiotic. itchy, red, appeared all over my back. i’m not sure should keep taking medication not. itching feels intense."
756,0x000000,rolling ankle inward made inner side swell. pushing off big‑toe side while walking brings sore pull just above inner ankle bone.
757,0x000000,have scratching my back because hives spread over my whole torso. they appeared last night after out heat. i’m not sure sun caused it.
758,0x000000,i’ve had constant buzzing my hands feet started couple months back. pain sometimes wakes me night. my vision has become blurry whenever read small print.
759,0x000000,"keep experiencing headaches feel dizzy too fast. my vision sometimes blurs, have stop reading stare screen too long."
760,0x000000,chewing tougher foods makes jaw joint click ache near ear. yawning wide gives brief catch prefer softer meals evening.
761,0x000000,band-like ache runs my mid-back around front one side. laughing coughing makes spike along same strip.
762,0x000000,"few circular lesions bull’s‑eye look showed my palms forearms. they’re not very painful feel tight, more appeared over two days."
763,0x000000,"over last couple weeks, single spot my shin bone feels sore slightly warmer than other side. i’m more tired than usual ache lingers even rest."
764,0x000000,typing lifting laptop all day inner forearm tight sore. gripping pan squeezing sponge gives pulling discomfort.
765,0x000000,have history smoking now feel chest pressure when walking stairs. didn't link my former habit. my mother had hypertension.
766,0x000000,"during recent hike, felt sudden tightness my chest had stop, feeling out breath. thought just fatigue."
767,0x000000,feel dull ache suddenly becomes throbbing pain. notice flashing lights feel nauseated. seems happen after stressful days.
768,0x000000,"have throbbing pain one side spreads, making hard stay still. my vision flickers feel nauseated. has happening every week."
769,0x000000,late day my knee feels puffy harder bend fully. squatting limited notice soft fullness above kneecap.
770,0x000000,"after landing my shoulder, there’s sore bump top it. reaching across my body lifting bag makes sharp twinge right spot."
771,0x000000,"hiking pack, my back got heated sun. skin red feels sore."
772,0x000000,"my chest feels heavy get whistling sound whenever exhale, assume it's because i’m tired work."
773,0x000000,started feeling persistent pressure behind my eyes. thought eye strain computer. my sister told me might high blood pressure.
774,0x000000,"my hands have feeling numb, i’ve had headache. find myself getting night more often pee."
775,0x000000,"each winter my wrists neck get rough small, itchy patches. after hot shower stings reddens. switching gentle cleanser thick emollient helps while, patches come back when sweat."
776,0x000000,"told had high blood pressure after routine exam, i’ve always lived normal life. my only symptoms frequent headaches feeling heaviness my neck."
777,0x000000,boiling water soup didn't notice steam; hot splash landed my arm. skin blistering painful.
778,0x000000,"going downstairs sitting long movie makes front my knee ache. feels grinding when squat, eases once move around."
779,0x000000,pushing myself floor gives painful click middle wrist. feels weak when try bear weight palm flat.
780,0x000000,started feel cough congestion after my weekend trip mountains. only mildly fatigued took hot shower ease symptoms.
781,0x000000,noticed red spot behind my ear hurts when touch it. thought just rash.
782,0x000000,"during recent hike, felt my throat constrict had stop abruptly; felt choking."
783,0x000000,"back neck scalp itchy, especially behind ears. can spot small, firm white specks stuck hair near roots don't brush off."
784,0x000000,"after bout seasonal allergies, started have shortness breath wheezing sound, especially night. haven’t linked anything."
785,0x000000,"few smooth, pearly bumps showed inner arm. they’re not painful, just slightly itchy times, ones appeared nearby over last weeks."
786,0x000000,knuckle base my index finger puffy evening tender press. making tight fist feels full uncomfortable.
787,0x000000,"about half hour before headache, shimmering zigzags creep across part my vision small blind spot appears. throbbing pain builds one side, feel sick sensitive light."
788,0x000000,"woke sudden sharp pain behind my ear, feels pressure buildup. yesterday had cold, pain worsened when swallowed. haven't had fever yet my vision slightly blurry."
789,0x000000,"every week, get sharp, throbbing pain side my head lasts couple hours. get nauseous sometimes vomit. thought had migraine, i'm not sure because it's not always same."
790,0x000000,"have experiencing dull ache both ears, especially after my throat infection. my hearing feels muffled, get headaches when try read. haven't yet seen doctor."
791,0x000000,"during picnic, table hot, placed my hands it. now my palms red sore."
792,0x000000,noticed little congestion sore throat after day commuting. didn't think much until friend mentioned 'cold'.
793,0x000000,"touched hot iron handle. skin pink, warm, small blister appears my forearm."
794,0x000000,stepping over low fence gave twinge sit‑bone side buttock. turning while standing makes grab second.
795,0x000000,climbing few steps leaves me winded sleep propped pillows. lying one side makes my breathing feel heavier.
796,0x000000,weeks i’ve had dry cough won’t quit get tired faster walks. my chest feels tight even when i’m not bringing anything.
797,0x000000,have pain my ear goes down. also hear faint sound water.
798,0x000000,"there’s heavy, drowning sensation when try lie flat. i’m restless short breath rest, needing pause between words."
799,0x000000,"whenever air humid, start wheeze, takes while my breathing return normal."
800,0x000000,"i'm experiencing congestion cough feels dry night, which makes hard sleep. have low grade fever around 37.5°c, otherwise feel fine. i'm hoping resolves within few days."
801,0x000000,feel pain my ear when swallow doesn't improve. think it's just sore throat.
802,0x000000,"mild headache slight fever 37.4°c started morning, felt my nose congested. took nap went home."
803,0x000000,there’s small patch upper inner thigh burns aches after long walks. sitting belt tight across my waist makes more noticeable.
804,0x000000,"there’s ache along outer forearm wrist feels odd, shifts when turn palm over. lifting pan uncomfortable."
805,0x000000,"feel constant fatigue, even after full night’s sleep. keep drinking water even when i’m not thirsty."
806,0x000000,"had mild cold, didn't realize until felt headache congestion afternoon. took some rest cleared up."
807,0x000000,"after push‑ups, front my chest near armpit aches side. reaching wide pressing floor makes pull uncomfortably."
808,0x000000,have had mild headache after eating large meal. didn't consider related anything serious. have history high cholesterol.
809,0x000000,"evening my right eyelid sits bit lower see double when look side. closing one eye clears it, avoid night driving."
810,0x000000,"woke low fever, congestion, sore throat. thought simple cold, took some rest, felt better evening."
811,0x000000,have recurring headache accompanied subtle tightness my throat. it’s happening while haven’t linked anything serious.
812,0x000000,concerned because my brother had stroke; lately i’ve experiencing sudden pressure my head faintness goes away after few minutes. it’s bit unsettling i’m not sure what’s causing it.
813,0x000000,"keep waking night go bathroom, keep feeling very thirsty. have lost some weight over past few weeks."
814,0x000000,i’ve had trouble focusing my vision gets blurry after meal. feel sluggish my feet feel tingling. doctor told me might early diabetes.
815,0x000000,experience dizziness after walking stairs. notice my skin paler than normal. my chest feels tight. assumed it's just cold.
816,0x000000,"tight shoes, feel pebble-like pressure between my third fourth toes burning shoots into toes. looser footwear calms bit."
817,0x000000,months i’ve had well‑defined patches my elbows knees thick scaly. after very hot showers they sting. emollients take edge off don’t clear them.
818,0x000000,"making pancakes forgot stove still on; my hand touched metal. it's blistering, pain intense."
819,0x000000,crossing my legs tying my shoes gives brief catch groin. after long drives hip feels stiff until stretch it.
820,0x000000,"my face flushes easily—hot drinks going cold warm rooms brings red flush across my nose cheeks, small bumps sting."
821,0x000000,my heart races get shortness breath even when resting. feel faint sometimes. my lips pale. decided not see doctor because thought just nervous.
822,0x000000,"after cold, noticed my breathing became irregular had pause catch my breath."
823,0x000000,head cold seems have stirred things up: hear faint whistle when breathe out can’t finish my usual run. i’m taking breaks avoiding cold air evening.
824,0x000000,keep getting headaches feel weak. notice my skin looks paler feel out breath walking.
825,0x000000,i’ve started fumbling shirt buttons my handwriting feels smaller slower. stairs feel slightly off balance prefer hold rail.
826,0x000000,"feel pulsing pain one side my head, notice flash light. my vision blurry, feel nausea. lasts few hours next day feel fine."
827,0x000000,"woke slight congestion my nose mild headache. midday, my throat felt scratchy, nothing severe. work office, so stayed home after my first coffee."
828,0x000000,"noticed after cold, my breathing becomes more labored night, wake coughing. it’s bit scary because haven’t had any major illness."
829,0x000000,felt slight sore throat runny nose evening before. didn't go out next day because my partner warned me 'cold'.
830,0x000000,get sudden itchy my upper back after shower. welts appear when step out intense. haven't used any soap shower gel. wonder it’s water.
831,0x000000,"bending big toe during quick start made joint painful. sprinting quick turns hurt base big toe, especially flexible shoes."
832,0x000000,my teen felt pop front knee when jumping; now lower edge kneecap puffy painful going stairs trying squat.
833,0x000000,get throbbing pain right side moves across. feel nauseated my vision gets blurry. lasts several hours.
834,0x000000,light cough slight headache started evening after long flight. stayed home took some over-the-counter medication. felt normal night.
835,0x000000,"feel more winded than usual getting dressed there’s deeper rattle when cough. opening window helps bit, i’m moving more slowly today."
836,0x000000,our child limps evening sore mid‑foot. pressing inner top foot makes him pull away he prefers soft shoes.
837,0x000000,"after long day flat shoes, inner arch near big toe aches. pushing off side during brisk walk brings localized twinge."
838,0x000000,"waking nap chair, noticed my hand felt weak lifting my wrist. back my forearm bit numb gripping cup feels clumsy."
839,0x000000,"looking far right makes scene double turn my head compensate. straight ahead fine, side glances split."
840,0x000000,notice faint ringing my ears feeling heaviness my shoulders after long day work. not painful it’s noticeable.
841,0x000000,"two days after fever settled, developed deeper, productive cough feel unwell again. taking breath makes one spot my chest hurt sharply."
842,0x000000,had runny nose dry cough evening. only mildly tired decided stay home instead heading work.
843,0x000000,get dizzy when quickly. my heart beats fast feel winded. my skin pale. think it's stress response.
844,0x000000,"since cold, i’m huffing sooner when carry groceries. sputum stickier, take longer catch my breath after short hill."
845,0x000000,"my head hurts drumbeat one side, pain gets worse dim room. get nausea sometimes tingling my fingers. i'm not sure it's migraine."
846,0x000000,"washing dishes hot water splashed onto my leg. it’s red, tender spot small clear blister."
847,0x000000,am dealing hives appear across my shoulders arms. they’re painful cause me scratch heavily. rash began after camping trip.
848,0x000000,i've noticed my hands shake more often during day. initially embarrassing didn't see as symptom. my grandfather died heart attack.
849,0x000000,"my chest there uneven pale slightly darker don't tan rest. when rub area, fine scale appears surface."
850,0x000000,"after long gym session, outer front my forearm feels numb tingles when touch skin. lifting light weights fine, skin sensation off."
851,0x000000,"after push‑ups, back my upper arm feels tight sore, especially when try straighten elbow fully. leaning arm increases ache."
852,0x000000,"back neck scalp itchy, especially behind ears. can spot small, firm white specks stuck hair near roots don’t brush off."
853,0x000000,room spins when turn my head need hold onto walls walk straight. looking while moving makes me nauseous.
854,0x000000,squatting pick something gave sharp pinch inside knee. since clicks occasionally feels stuck second when bend.
855,0x000000,"feel light‑headed, especially when standing. also notice my face looks washed out."
856,0x000000,"camping trip, set grill outdoors. heat grill touched my shoulder, causing redness."
857,0x000000,"after high step down, my heel took brunt now it’s very painful put weight it. sides heel feel sore when squeeze them."
